id_venta;fecha_venta;id_empleado;antiguedad_vendedor;id_cliente;nombre_cliente;email_cliente;genero_cliente;edad_cliente;ciudad_cliente;region_cliente;canal_venta;producto;categoria_producto;precio_unitario;cantidad;descuento_pct
843;23/04/2025;65;0;81;Joaquín Jaime Segura Parra;cliente81@mail.cl;Mujer;35.0;Rancagua;O'Higgins;Web;Notebook;;750000;3;
844;24/04/2025;48;6;27;Ricardo Iván Zapata Riquelme;cliente27@mail.cl;Mujer;24.0;Valparaíso;Valparaíso;Tienda;Pantalón;Vestuario;25000;3;0.0
845;25/04/2025;49;1;76;Benjamín Fernando Olea Retamal;cliente76@mail.cl;Hombre;47.0;Antofagasta;Antofagasta;Tienda;Notebook;Tecnología;750000;1;0.05
846;26/04/2025;61;3;221;Juan Héctor Castro Silva;cliente221@mail.cl;Mujer;65.0;Concepción;Biobío;Tienda;Pantalón;Vestuario;25000;3;0.0
847;27/04/2025;12;0;82;Noelia Lizama;cliente82@mail.cl;Hombre;;Viña del Mar;;Tienda;Maquillaje;Belleza;15000;2;
848;28/04/2025;15;0;139;Mario Fonseca;cliente139@mail.cl;Hombre;47.0;Santiago;;Web;Smartphone;Tecnología;450000;2;0.1
849;29/04/2025;42;4;271;Ana Varela López;cliente271@mail.cl;Mujer;55.0;Talcahuano;Biobío;Web;Pantalón;Vestuario;25000;2;0.0
850;30/04/2025;59;1;164;Samuel Arias;cliente164@mail.cl;Mujer;28.0;Antofagasta;Antofagasta;Web;Zapatillas;Calzado;55000;1;0.1
851;01/05/2025;56;2;34;Omar Maximiliano Molina Fuentes;cliente34@mail.cl;Mujer;25.0;Talcahuano;;Tienda;Pantalón;Vestuario;25000;3;0.05
852;02/05/2025;9;9;86;Rudecindo Cares;cliente86@mail.cl;Hombre;31.0;Valparaíso;Valparaíso;Web;Perfume;Belleza;35000;3;0.05
853;03/05/2025;14;0;254;María González Alfaro;cliente254@mail.cl;Hombre;50.0;Santiago;RM;Tienda;Smartphone;;450000;3;0.1
854;04/05/2025;31;4;279;Osvaldo Víctor Rivera Palma;cliente279@mail.cl;Mujer;38.0;Rancagua;O'Higgins;Tienda;TV;;650000;1;0.05
855;05/05/2025;33;13;108;Gonzalo Jorge Muñoz Reyes;cliente108@mail.cl;Hombre;40.0;Rancagua;;Web;Polera;Vestuario;12000;3;0.05
856;06/05/2025;39;6;62;Raimundo Mario Rubilar Flores;cliente62@mail.cl;Mujer;35.0;Antofagasta;Antofagasta;Tienda;Smartphone;Tecnología;450000;1;0.05
857;07/05/2025;16;3;22;Laura Aguilera Orellana;cliente22@mail.cl;Hombre;35.0;Temuco;;Tienda;Notebook;Tecnología;750000;3;0.0
858;08/05/2025;17;0;10;Héctor Benjamín Sánchez Muñoz;cliente10@mail.cl;Mujer;44.0;Santiago;RM;Tienda;Polera;Vestuario;12000;2;
859;09/05/2025;51;7;30;Tatiana Claudia Jara Herrera;cliente30@mail.cl;Hombre;34.0;Rancagua;O'Higgins;Tienda;Zapatillas;Calzado;55000;3;0.1
860;10/05/2025;51;7;37;Alejandro Rodrigo Toro Espinoza;cliente37@mail.cl;Hombre;40.0;Rancagua;O'Higgins;Web;Polera;;12000;1;0.0
861;11/05/2025;31;4;215;Vicente Juan Cáceres Castillo;cliente215@mail.cl;Hombre;34.0;Rancagua;O'Higgins;Tienda;Lavadora;Electrohogar;700000;3;0.05
862;12/05/2025;41;4;185;Yasna Colomba Olivares Prieto;cliente185@mail.cl;Hombre;35.0;Antofagasta;;Web;Lavadora;Electrohogar;700000;2;0.0
863;13/05/2025;2;2;270;Maite Díaz;cliente270@mail.cl;Hombre;39.0;Rancagua;;Web;TV;Electrohogar;650000;2;0.1
864;14/05/2025;29;1;4;César Carlos Espinoza Uribe;cliente4@mail.cl;Hombre;56.0;Viña del Mar;Valparaíso;Tienda;Polera;Vestuario;12000;1;0.05
865;15/05/2025;56;2;40;Elizabeth Meléndez Pacheco;cliente40@mail.cl;Hombre;40.0;Talcahuano;;Tienda;Pantalón;Vestuario;25000;1;0.1
866;16/05/2025;12;0;12;Agustina Rosa Rojas Pastén;cliente12@mail.cl;Mujer;32.0;Viña del Mar;;Web;Smartphone;Tecnología;450000;1;0.05
867;17/05/2025;15;0;155;Gonzalo Felipe Martínez Acevedo;cliente155@mail.cl;Mujer;41.0;Santiago;Metropolitana;Tienda;Perfume;Belleza;35000;2;
868;18/05/2025;12;0;264;Alejandra Navarro;cliente264@mail.cl;Mujer;25.0;Viña del Mar;Valparaíso;App;Pantalón;Vestuario;25000;3;
869;19/05/2025;16;3;56;Manuel Tomás Espinoza Díaz;cliente56@mail.cl;Mujer;49.0;Temuco;;Web;Notebook;Tecnología;750000;3;0.0
870;20/05/2025;36;4;70;Bárbara Torres;cliente70@mail.cl;Mujer;30.0;Rancagua;;Web;Refrigerador;Electrohogar;800000;1;0.05
871;21/05/2025;67;0;206;Rodrigo Cornejo Aranda;cliente206@mail.cl;Mujer;26.0;Talcahuano;Biobío;Web;Refrigerador;Electrohogar;800000;1;
872;22/05/2025;44;7;204;Camila Natalia Pérez Arroyo;cliente204@mail.cl;Hombre;50.0;Antofagasta;Antofagasta;Web;Refrigerador;Electrohogar;800000;1;0.1
873;23/05/2025;9;9;109;Lucas Miguel San Martín Catalán;cliente109@mail.cl;Hombre;41.0;Valparaíso;;Web;TV;;650000;2;
874;24/05/2025;41;4;155;Gonzalo Felipe Martínez Acevedo;cliente155@mail.cl;Mujer;41.0;Antofagasta;Antofagasta;Tienda;Polera;Vestuario;12000;1;0.05
875;25/05/2025;17;0;279;Osvaldo Víctor Rivera Palma;cliente279@mail.cl;Mujer;38.0;Santiago;Región Metropolitana;App;TV;Electrohogar;650000;1;0.05
876;26/05/2025;64;4;280;Gaspar Cristian Vega Venegas;cliente280@mail.cl;Mujer;33.0;Temuco;La Araucanía;Web;Lavadora;Electrohogar;700000;1;
877;27/05/2025;2;2;128;María Soto Castillo;cliente128@mail.cl;Mujer;31.0;Rancagua;;Tienda;Smartphone;;450000;2;0.05
878;28/05/2025;17;0;164;Samuel Arias;cliente164@mail.cl;Mujer;28.0;Santiago;Metropolitana;Web;TV;Electrohogar;650000;1;0.0
879;29/05/2025;49;1;198;David Márquez;cliente198@mail.cl;Mujer;39.0;Antofagasta;;Tienda;Perfume;Belleza;35000;2;0.0
880;30/05/2025;5;1;130;María Palacios;cliente130@mail.cl;Hombre;31.0;Talcahuano;Biobío;Tienda;Refrigerador;Electrohogar;800000;3;0.05
881;31/05/2025;70;6;101;Andrea Josefina Galaz Ríos;cliente101@mail.cl;Mujer;21.0;Talcahuano;Biobío;App;Smartphone;;450000;1;0.1
882;01/06/2025;13;0;230;Blanca Anahí González Retamal;cliente230@mail.cl;Hombre;46.0;Talcahuano;Biobío;Tienda;Lavadora;Electrohogar;700000;1;0.05
883;02/06/2025;13;0;154;Luz Pía Guerra Castillo;cliente154@mail.cl;Hombre;40.0;Talcahuano;Biobío;Web;Polera;;12000;2;0.1
884;03/06/2025;19;5;16;Andrés Díaz Ortega;cliente16@mail.cl;Mujer;31.0;Temuco;;Tienda;TV;;650000;1;0.05
885;04/06/2025;57;3;70;Bárbara Torres;cliente70@mail.cl;Mujer;30.0;Concepción;Biobío;Tienda;Maquillaje;;15000;2;
886;05/06/2025;48;6;190;Elia Alicia Araya Mora;cliente190@mail.cl;Hombre;19.0;Valparaíso;Valparaíso;App;TV;;650000;2;0.05
887;06/06/2025;69;1;85;Bárbara Tello;cliente85@mail.cl;Hombre;28.0;Puerto Montt;Los Lagos;Tienda;Pantalón;Vestuario;25000;2;
888;07/06/2025;70;6;98;Lucas Álvaro Acevedo Agurto;cliente98@mail.cl;Hombre;41.0;Talcahuano;Biobío;Tienda;Perfume;;35000;3;0.1
889;08/06/2025;9;9;199;Fabián Cristian Hormazábal Villablanca;cliente199@mail.cl;Hombre;38.0;Valparaíso;Valparaíso;Web;Lavadora;Electrohogar;700000;1;0.0
890;09/06/2025;53;1;169;Antonella Julia Urrutia Oyarzo;cliente169@mail.cl;Mujer;35.0;Puerto Montt;;Tienda;Polera;Vestuario;12000;1;0.05
891;10/06/2025;7;8;116;Daniel Alejandro Rivera Ibarra;cliente116@mail.cl;Mujer;41.0;Valparaíso;Valparaíso;Tienda;Maquillaje;Belleza;15000;2;0.1
892;11/06/2025;21;5;275;Carolina Patricia Espinoza Berríos;cliente275@mail.cl;Hombre;26.0;Puerto Montt;;Tienda;Perfume;Belleza;35000;1;0.05
893;12/06/2025;27;4;39;Pablo Franco Saldías Ruiz;cliente39@mail.cl;Hombre;22.0;Viña del Mar;Valparaíso;Web;Zapatillas;Calzado;55000;3;0.05
894;13/06/2025;30;0;207;Eduardo René Valenzuela Venegas;cliente207@mail.cl;Mujer;44.0;Valparaíso;Valparaíso;Tienda;TV;;650000;1;0.0
895;14/06/2025;29;1;83;Vilma Leyla Escobar Fuentes;cliente83@mail.cl;Hombre;55.0;Viña del Mar;;App;Zapatillas;Calzado;55000;1;
896;15/06/2025;54;9;164;Samuel Arias;cliente164@mail.cl;Mujer;28.0;Talcahuano;;Web;Refrigerador;Electrohogar;800000;1;0.1
897;16/06/2025;33;13;155;Gonzalo Felipe Martínez Acevedo;cliente155@mail.cl;Mujer;41.0;Rancagua;O'Higgins;Tienda;Notebook;Tecnología;750000;3;0.05
898;17/06/2025;69;1;153;Esteban Cárdenas Silva;cliente153@mail.cl;Hombre;29.0;Puerto Montt;;Web;Lavadora;Electrohogar;700000;3;0.0
899;18/06/2025;52;0;152;Cristian Daniel Muñoz Morales;cliente152@mail.cl;Mujer;42.0;Talcahuano;Biobío;Web;TV;Electrohogar;650000;3;0.1
900;19/06/2025;67;0;241;Gloria Leyton;cliente241@mail.cl;Mujer;28.0;Talcahuano;Biobío;Tienda;Smartphone;;450000;3;0.1
901;20/06/2025;27;4;191;Claudio Rodrigo Mancilla Sáez;cliente191@mail.cl;Mujer;32.0;Viña del Mar;Valparaíso;Web;Polera;Vestuario;12000;3;
902;21/06/2025;53;1;184;Jacqueline Amanda Martínez Osorio;cliente184@mail.cl;Hombre;43.0;Puerto Montt;Los Lagos;Tienda;TV;Electrohogar;650000;1;0.1
903;22/06/2025;50;0;264;Alejandra Navarro;cliente264@mail.cl;Mujer;25.0;Temuco;;Tienda;Pantalón;;25000;3;0.0
904;23/06/2025;64;4;279;Osvaldo Víctor Rivera Palma;cliente279@mail.cl;Mujer;38.0;Temuco;La Araucanía;Tienda;Pantalón;Vestuario;25000;2;0.0
905;24/06/2025;68;2;58;Rossana Flores;cliente58@mail.cl;Hombre;34.0;Santiago;;Tienda;Notebook;Tecnología;750000;3;0.1
906;25/06/2025;25;3;165;Clara Rosa Aros Guerrero;cliente165@mail.cl;Mujer;49.0;Puerto Montt;Los Lagos;App;Zapatillas;;55000;3;0.1
907;26/06/2025;48;6;145;Gaspar Oscar Concha Torres;cliente145@mail.cl;Hombre;41.0;Valparaíso;;Tienda;Maquillaje;;15000;2;0.0
908;27/06/2025;6;2;60;Bárbara Molina Aranda;cliente60@mail.cl;Hombre;49.0;Concepción;;Web;Polera;Vestuario;12000;3;
909;28/06/2025;53;1;272;Alison Araya-Millán;cliente272@mail.cl;Hombre;20.0;Puerto Montt;Los Lagos;Tienda;TV;Electrohogar;650000;2;0.05
910;29/06/2025;43;0;22;Laura Aguilera Orellana;cliente22@mail.cl;Hombre;35.0;Santiago;Región Metropolitana;Tienda;TV;;650000;2;0.0
911;30/06/2025;40;1;40;Elizabeth Meléndez Pacheco;cliente40@mail.cl;Hombre;40.0;Talcahuano;;App;Refrigerador;Electrohogar;800000;2;0.0
912;01/07/2025;55;9;26;Felipe Daniel González Salinas;cliente26@mail.cl;Mujer;39.0;Antofagasta;Antofagasta;Tienda;Pantalón;;25000;2;0.0
913;02/07/2025;60;1;2;Rosa Gaete Castro;cliente2@mail.cl;Hombre;36.0;Valparaíso;;Tienda;Polera;;12000;2;0.05
914;03/07/2025;11;0;159;Patricio Luis Guzmán Herrera;cliente159@mail.cl;Mujer;;Antofagasta;Antofagasta;Tienda;Lavadora;;700000;1;0.1
915;04/07/2025;2;2;74;Gloria Urra Ramos;cliente74@mail.cl;Hombre;56.0;Rancagua;O'Higgins;Tienda;Notebook;;750000;1;
916;05/07/2025;48;6;104;María Anahí Mella Carrasco;cliente104@mail.cl;Mujer;28.0;Valparaíso;;Web;Pantalón;Vestuario;25000;2;0.05
917;06/07/2025;6;2;235;Pablo Salazar;cliente235@mail.cl;Mujer;63.0;Concepción;;Tienda;Refrigerador;;800000;1;0.05
918;07/07/2025;9;9;133;Sara Saavedra;cliente133@mail.cl;Hombre;25.0;Valparaíso;Valparaíso;Tienda;Perfume;;35000;2;0.05
919;08/07/2025;48;6;26;Felipe Daniel González Salinas;cliente26@mail.cl;Mujer;39.0;Valparaíso;;App;Pantalón;Vestuario;25000;3;0.1
920;09/07/2025;5;1;130;María Palacios;cliente130@mail.cl;Hombre;31.0;Talcahuano;;App;Notebook;Tecnología;750000;3;0.05
921;10/07/2025;66;2;96;Javier Aravena;cliente96@mail.cl;Hombre;20.0;Talcahuano;Biobío;Tienda;Pantalón;Vestuario;25000;3;0.0
922;11/07/2025;50;0;85;Bárbara Tello;cliente85@mail.cl;Hombre;28.0;Temuco;;Web;Maquillaje;;15000;3;0.0
923;12/07/2025;7;8;69;Raquel Silva Méndez;cliente69@mail.cl;Mujer;42.0;Valparaíso;Valparaíso;Tienda;Notebook;;750000;3;0.1
924;13/07/2025;33;13;137;José Juan Vargas Vega;cliente137@mail.cl;Hombre;28.0;Rancagua;O'Higgins;App;Maquillaje;;15000;1;0.1
925;14/07/2025;40;1;15;Carmen Fuenzalida López;cliente15@mail.cl;Hombre;18.0;Talcahuano;;App;Pantalón;;25000;2;
926;15/07/2025;68;2;124;Teresa Claudia Tobar Moya;cliente124@mail.cl;Mujer;21.0;Santiago;;Tienda;Perfume;;35000;3;0.0
927;16/07/2025;20;0;24;Luisa Pía Figueroa Moreno;cliente24@mail.cl;Mujer;20.0;Temuco;La Araucanía;Web;Pantalón;Vestuario;25000;2;0.05
928;17/07/2025;27;4;38;Christian Francisco Rojas Oyarzo;cliente38@mail.cl;Hombre;18.0;Viña del Mar;Valparaíso;Tienda;Zapatillas;;55000;2;0.1
929;18/07/2025;32;5;212;Jairo Ian Villanueva Orellana;cliente212@mail.cl;Hombre;51.0;Puerto Montt;Los Lagos;Tienda;Refrigerador;;800000;2;0.0
930;19/07/2025;52;0;30;Tatiana Claudia Jara Herrera;cliente30@mail.cl;Hombre;34.0;Talcahuano;;Web;Perfume;;35000;2;0.05
931;20/07/2025;63;5;133;Sara Saavedra;cliente133@mail.cl;Hombre;25.0;Rancagua;O'Higgins;Tienda;Lavadora;Electrohogar;700000;3;
932;21/07/2025;14;0;38;Christian Francisco Rojas Oyarzo;cliente38@mail.cl;Hombre;18.0;Santiago;Metropolitana;Tienda;Lavadora;Electrohogar;700000;3;0.0
933;22/07/2025;8;1;155;Gonzalo Felipe Martínez Acevedo;cliente155@mail.cl;Mujer;41.0;Puerto Montt;Los Lagos;Web;TV;;650000;3;
934;23/07/2025;68;2;115;Juan Michel Maldonado Molina;cliente115@mail.cl;Mujer;35.0;Santiago;Región Metropolitana;Tienda;Perfume;Belleza;35000;2;
935;24/07/2025;27;4;89;Juan Vergara Sandoval;cliente89@mail.cl;Hombre;31.0;Viña del Mar;Valparaíso;Tienda;Pantalón;;25000;3;0.1
936;25/07/2025;55;9;249;María Sofía Morales Arellano;cliente249@mail.cl;Mujer;59.0;Antofagasta;;Tienda;Notebook;Tecnología;750000;3;0.1
937;26/07/2025;50;0;104;María Anahí Mella Carrasco;cliente104@mail.cl;Mujer;28.0;Temuco;La Araucanía;App;Notebook;;750000;2;0.0
938;27/07/2025;41;4;57;Mario Daniel Hernández Álvarez;cliente57@mail.cl;Mujer;27.0;Antofagasta;Antofagasta;Tienda;Notebook;Tecnología;750000;2;0.1
939;28/07/2025;12;0;142;Hilda Javiera Cofré Lucero;cliente142@mail.cl;Hombre;53.0;Viña del Mar;Valparaíso;App;Lavadora;Electrohogar;700000;2;0.0
940;29/07/2025;69;1;205;Mauricio Paul Gajardo Córdova;cliente205@mail.cl;Hombre;21.0;Puerto Montt;Los Lagos;Tienda;Notebook;;750000;2;
941;30/07/2025;41;4;79;Gloria Pereira González;cliente79@mail.cl;Mujer;39.0;Antofagasta;Antofagasta;App;Smartphone;;450000;1;0.05
942;31/07/2025;58;1;254;María González Alfaro;cliente254@mail.cl;Hombre;50.0;Puerto Montt;;App;TV;;650000;3;
943;01/08/2025;50;0;171;Alejandra Vega;cliente171@mail.cl;Hombre;27.0;Temuco;La Araucanía;Web;Smartphone;;450000;3;0.05
944;02/08/2025;49;1;174;Alfonso José Sáez Barrientos;cliente174@mail.cl;Mujer;42.0;Antofagasta;Antofagasta;Tienda;Polera;;12000;3;
945;03/08/2025;52;0;180;Gisela Carol Ávila Suárez;cliente180@mail.cl;Hombre;70.0;Talcahuano;Biobío;Tienda;Perfume;Belleza;35000;3;0.0
946;04/08/2025;1;8;160;Mónica Araya Álvarez;cliente160@mail.cl;Mujer;45.0;Santiago;;Tienda;TV;;650000;3;
947;05/08/2025;41;4;130;María Palacios;cliente130@mail.cl;Hombre;31.0;Antofagasta;Antofagasta;Tienda;Notebook;Tecnología;750000;1;0.05
948;06/08/2025;58;1;149;Olivia Pino Pizarro;cliente149@mail.cl;Mujer;44.0;Puerto Montt;Los Lagos;Web;Polera;Vestuario;12000;3;0.0
949;07/08/2025;11;0;121;Constanza Osorio;cliente121@mail.cl;Hombre;47.0;Antofagasta;Antofagasta;Tienda;Polera;Vestuario;12000;2;
950;08/08/2025;13;0;217;Tamara Maritza Inostroza Márquez;cliente217@mail.cl;Hombre;28.0;Talcahuano;Biobío;Web;Lavadora;;700000;3;0.1
951;09/08/2025;3;1;35;Melania Jessica Urrutia Palacios;cliente35@mail.cl;Mujer;47.0;Valparaíso;Valparaíso;App;Zapatillas;Calzado;55000;2;
952;10/08/2025;8;1;227;Franklin Torres Pastén;cliente227@mail.cl;Mujer;38.0;Puerto Montt;Los Lagos;App;Notebook;Tecnología;750000;3;
953;11/08/2025;20;0;86;Rudecindo Cares;cliente86@mail.cl;Hombre;31.0;Temuco;La Araucanía;Tienda;Polera;;12000;3;0.0
954;12/08/2025;59;1;270;Maite Díaz;cliente270@mail.cl;Hombre;39.0;Antofagasta;Antofagasta;Tienda;Maquillaje;Belleza;15000;2;0.0
955;13/08/2025;59;1;58;Rossana Flores;cliente58@mail.cl;Hombre;34.0;Antofagasta;Antofagasta;Tienda;Zapatillas;;55000;3;
956;14/08/2025;28;5;128;María Soto Castillo;cliente128@mail.cl;Mujer;31.0;Viña del Mar;Valparaíso;Web;Notebook;Tecnología;750000;2;0.05
957;15/08/2025;26;6;23;Brayan Amaro Araya Valenzuela;cliente23@mail.cl;Mujer;38.0;Rancagua;O'Higgins;App;Polera;;12000;2;0.1
958;16/08/2025;52;0;185;Yasna Colomba Olivares Prieto;cliente185@mail.cl;Hombre;35.0;Talcahuano;;Web;Smartphone;Tecnología;450000;3;0.05
959;17/08/2025;33;13;76;Benjamín Fernando Olea Retamal;cliente76@mail.cl;Hombre;47.0;Rancagua;;App;Polera;Vestuario;12000;1;
960;18/08/2025;58;1;267;Angélica Reyes;cliente267@mail.cl;Mujer;57.0;Puerto Montt;Los Lagos;Web;Smartphone;;450000;1;
961;19/08/2025;60;1;94;Jorge Enrique Vidal Castillo;cliente94@mail.cl;Hombre;34.0;Valparaíso;Valparaíso;Web;TV;Electrohogar;650000;2;0.05
962;20/08/2025;46;5;229;Elsa Llanos;cliente229@mail.cl;Hombre;29.0;La Serena;Coquimbo;Web;TV;Electrohogar;650000;2;
963;21/08/2025;52;0;277;Verónica Cartes Rebolledo;cliente277@mail.cl;Mujer;40.0;Talcahuano;;Web;Notebook;Tecnología;750000;1;
964;22/08/2025;32;5;92;Belén Gamboa Carvajal;cliente92@mail.cl;Mujer;49.0;Puerto Montt;Los Lagos;App;Pantalón;;25000;3;0.1
965;23/08/2025;61;3;150;Patricia Raquel Reyes Parra;cliente150@mail.cl;Hombre;41.0;Concepción;Biobío;App;Maquillaje;Belleza;15000;3;0.1
966;24/08/2025;27;4;265;Pablo Arroyo López;cliente265@mail.cl;Mujer;34.0;Viña del Mar;Valparaíso;Tienda;Perfume;Belleza;35000;1;0.05
967;25/08/2025;59;1;50;Jorge Joaquín Sánchez Leiva;cliente50@mail.cl;Hombre;18.0;Antofagasta;Antofagasta;Web;Refrigerador;Electrohogar;800000;2;
968;26/08/2025;43;0;279;Osvaldo Víctor Rivera Palma;cliente279@mail.cl;Mujer;38.0;Santiago;;Tienda;Refrigerador;Electrohogar;800000;3;0.0
969;27/08/2025;42;4;146;María Josefina Flores Manríquez;cliente146@mail.cl;Mujer;47.0;Talcahuano;Biobío;Tienda;Refrigerador;;800000;1;0.1
970;28/08/2025;57;3;101;Andrea Josefina Galaz Ríos;cliente101@mail.cl;Mujer;21.0;Concepción;Biobío;Tienda;Refrigerador;Electrohogar;800000;3;
971;29/08/2025;12;0;268;Jaime Toloza Díaz;cliente268@mail.cl;Hombre;20.0;Viña del Mar;Valparaíso;Tienda;Lavadora;Electrohogar;700000;2;0.1
972;30/08/2025;13;0;50;Jorge Joaquín Sánchez Leiva;cliente50@mail.cl;Hombre;18.0;Talcahuano;;Tienda;Polera;Vestuario;12000;3;0.1
973;31/08/2025;15;0;152;Cristian Daniel Muñoz Morales;cliente152@mail.cl;Mujer;42.0;Santiago;Región Metropolitana;Web;Lavadora;;700000;1;0.1
974;01/09/2025;70;6;16;Andrés Díaz Ortega;cliente16@mail.cl;Mujer;31.0;Talcahuano;;Tienda;Lavadora;Electrohogar;700000;1;0.0
975;02/09/2025;42;4;125;Martín Jorge Vergara Sáez;cliente125@mail.cl;Mujer;45.0;Talcahuano;;App;Zapatillas;Calzado;55000;2;0.1
976;03/09/2025;4;3;67;Francisca Valenzuela Pavez;cliente67@mail.cl;Hombre;37.0;Concepción;Biobío;App;Maquillaje;Belleza;15000;3;0.05
977;04/09/2025;41;4;186;Laura Mary Sánchez Quintanilla;cliente186@mail.cl;Mujer;46.0;Antofagasta;;App;TV;;650000;3;0.05
978;05/09/2025;66;2;94;Jorge Enrique Vidal Castillo;cliente94@mail.cl;Hombre;34.0;Talcahuano;;Tienda;TV;Electrohogar;650000;1;0.1
979;06/09/2025;15;0;169;Antonella Julia Urrutia Oyarzo;cliente169@mail.cl;Mujer;35.0;Santiago;Región Metropolitana;Web;Perfume;Belleza;35000;2;
980;07/09/2025;28;5;28;Julia Solange Maturana Cáceres;cliente28@mail.cl;Hombre;42.0;Viña del Mar;;Web;Smartphone;Tecnología;450000;3;0.05
981;08/09/2025;20;0;251;Luis Cisternas Apablaza;cliente251@mail.cl;Hombre;22.0;Temuco;La Araucanía;Tienda;Pantalón;Vestuario;25000;1;0.1
982;09/09/2025;12;0;193;Florinda Josefa Cortés Morales;cliente193@mail.cl;Hombre;40.0;Viña del Mar;;Tienda;Perfume;Belleza;35000;2;0.1
983;10/09/2025;9;9;104;María Anahí Mella Carrasco;cliente104@mail.cl;Mujer;28.0;Valparaíso;Valparaíso;Web;TV;Electrohogar;650000;3;0.05
984;11/09/2025;7;8;229;Elsa Llanos;cliente229@mail.cl;Hombre;29.0;Valparaíso;Valparaíso;Tienda;Smartphone;;450000;2;0.05
985;12/09/2025;51;7;232;Miguel Araya Segura;cliente232@mail.cl;Hombre;40.0;Rancagua;O'Higgins;Web;Refrigerador;;800000;2;
986;13/09/2025;57;3;205;Mauricio Paul Gajardo Córdova;cliente205@mail.cl;Hombre;21.0;Concepción;Biobío;Tienda;Notebook;Tecnología;750000;1;0.0
987;14/09/2025;69;1;48;Juan Morales Sánchez;cliente48@mail.cl;Mujer;50.0;Puerto Montt;Los Lagos;Tienda;Refrigerador;Electrohogar;800000;2;0.1
988;15/09/2025;44;7;116;Daniel Alejandro Rivera Ibarra;cliente116@mail.cl;Mujer;41.0;Antofagasta;;Web;Notebook;Tecnología;750000;2;
989;16/09/2025;53;1;162;Francisco Ramírez Faúndez;cliente162@mail.cl;Mujer;47.0;Puerto Montt;Los Lagos;Tienda;TV;Electrohogar;650000;3;0.05
990;17/09/2025;37;1;18;Vanessa Emilia Osorio Saavedra;cliente18@mail.cl;Mujer;41.0;Viña del Mar;;Web;Refrigerador;Electrohogar;800000;1;0.1
991;18/09/2025;19;5;112;Karin Elena Jaramillo Carrasco;cliente112@mail.cl;Hombre;37.0;Temuco;;Web;Refrigerador;;800000;1;0.0
992;19/09/2025;28;5;28;Julia Solange Maturana Cáceres;cliente28@mail.cl;Hombre;42.0;Viña del Mar;;Web;Smartphone;;450000;2;0.1
993;20/09/2025;30;0;154;Luz Pía Guerra Castillo;cliente154@mail.cl;Hombre;40.0;Valparaíso;Valparaíso;App;Pantalón;;25000;1;0.0
994;21/09/2025;14;0;177;Benjamín Claudio Riffo Cid;cliente177@mail.cl;Mujer;38.0;Santiago;Región Metropolitana;Web;Lavadora;Electrohogar;700000;3;0.0
995;22/09/2025;31;4;69;Raquel Silva Méndez;cliente69@mail.cl;Mujer;42.0;Rancagua;;Tienda;Perfume;Belleza;35000;2;0.05
996;23/09/2025;8;1;253;Luis Franco Barros Hermosilla;cliente253@mail.cl;Hombre;;Puerto Montt;Los Lagos;Web;Perfume;;35000;2;0.0
997;24/09/2025;25;3;118;Juana Morales Novoa;cliente118@mail.cl;Mujer;23.0;Puerto Montt;Los Lagos;App;TV;;650000;2;0.1
998;25/09/2025;50;0;36;Josefa Plaza;cliente36@mail.cl;Mujer;23.0;Temuco;;Web;Zapatillas;;55000;1;
999;26/09/2025;33;13;79;Gloria Pereira González;cliente79@mail.cl;Mujer;39.0;Rancagua;;Tienda;Smartphone;;450000;2;0.05
1000;27/09/2025;51;7;58;Rossana Flores;cliente58@mail.cl;Hombre;34.0;Rancagua;;Tienda;TV;Electrohogar;650000;1;
508;23/05/2024;33;13;210;Mariana Patricia Allende Moya;cliente210@mail.cl;Hombre;75.0;Rancagua;;Tienda;Refrigerador;Electrohogar;800000;3;0.0
819;30/03/2025;52;0;123;Paulino Vargas Farías;cliente123@mail.cl;Hombre;54.0;Talcahuano;Biobío;Web;Notebook;;750000;3;0.0
453;29/03/2024;67;0;6;Yaritza Quiroga Martínez;cliente6@mail.cl;Mujer;35.0;Talcahuano;Biobío;Web;Smartphone;Tecnología;450000;3;0.1
369;05/01/2024;22;1;238;Manuel Rodríguez Pérez;cliente238@mail.cl;Hombre;40.0;Viña del Mar;;Tienda;Maquillaje;;15000;1;
243;01/09/2023;67;0;102;Vania Evelyn Leyton García;cliente102@mail.cl;Hombre;32.0;Talcahuano;;App;Smartphone;;450000;3;0.05
930;19/07/2025;52;0;30;Tatiana Claudia Jara Herrera;cliente30@mail.cl;Hombre;34.0;Talcahuano;;Web;Perfume;;35000;2;0.05
263;21/09/2023;67;0;118;Juana Morales Novoa;cliente118@mail.cl;Mujer;23.0;Talcahuano;Biobío;Web;TV;Electrohogar;650000;2;
811;22/03/2025;4;3;205;Mauricio Paul Gajardo Córdova;cliente205@mail.cl;Hombre;21.0;Concepción;;App;Lavadora;Electrohogar;700000;2;0.1
319;16/11/2023;10;7;244;Amparo Javiera Rodríguez Contreras;cliente244@mail.cl;Hombre;48.0;Valparaíso;;Tienda;Polera;;12000;1;
50;20/02/2023;10;7;30;Tatiana Claudia Jara Herrera;cliente30@mail.cl;Hombre;34.0;Valparaíso;;Web;Maquillaje;;15000;3;
447;23/03/2024;27;4;115;Juan Michel Maldonado Molina;cliente115@mail.cl;Mujer;35.0;Viña del Mar;Valparaíso;Web;Polera;;12000;1;0.05
